"Structure_ID"	"Hypergeo_pval"	"Original_molecule_SMILES"	"Supplier"	"Supplier_ID"	"Supplier_Molname"	"Supplier_Data_1"	"Supplier_Data_2"	"Supplier_Data_3"
"4262"	"7357"	"1"	"OC[C@H]1O[C@@H](OC2=CC=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O"	"MIPE"	"NCGC00163532-01"	NA	"CAS:552-66-9"	"Mechanism: Alcohol Dehydrogenase Inhibitor"	"Source: Selleck/S2289"
"4263"	"7359"	"1"	"OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1"	"Prestwick"	"Prestw-661"	"Vitexin"	NA	NA	NA
"4264"	"7360"	"1"	"OCC1OC(C(O)C1O)N1C=NC2=C1N=CNC2=O"	"John Hopkins"	"JHU- 5122"	NA	"Therapeutic area: Nutrient"	NA	NA
"4265"	"7366"	"1"	"OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O"	"NIHCC"	"SAM001246767"	"GPHR-00104134"	NA	NA	NA
"4266"	"7367"	"1"	"OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@H]1O"	"NIHCC"	"SAM001246776"	"GPHR-00104135"	NA	NA	NA
"4267"	"7368"	"1"	"OCC1OC(OC2=C(C(=O)CCC3=CC=C(O)C=C3)C(O)=CC(O)=C2)C(O)C(O)C1O"	"John Hopkins"	"JHU- 12489"	NA	"Therapeutic area: N/A"	NA	NA
"4268"	"7369"	"1"	"OC[C@H]1O[C@@H](OC2=CC(C=CC3=CC=C(O)C=C3)=CC(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O"	"MIPE"	"NCGC00246971-03"	NA	"CAS:65914-17-2"	"Mechanism: ICAM1 Expression Inhibitors
VCAM1 Expression Inhibitors , Xanthine Oxidase Inhibitors "	"Source: Selleck/S2390"
"4269"	"7371"	"1"	"OCC1OC(OC2=C(O)C=C3OC(=O)C=CC3=C2)C(O)C(O)C1O"	"John Hopkins"	"JHU- 3720"	NA	"Therapeutic area: Dermatologic"	NA	NA
"4270"	"7372"	"1"	"OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O"	"Spectrum"	"00211950"	NA	"CAS: 578-74-5 Source: Cosmos bipinnatus, Zinnia elegans Status: experimental Literature: Phytochemistry 19: 985 (1980) Therapeutic area: antiviral (HIV)"	NA	NA
"4271"	"7375"	"1"	"OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O"	"John Hopkins"	"JHU- 743"	NA	"Therapeutic area: Dermatologic"	NA	NA
"4272"	"7376"	"1"	"OC[C@H]1O[C@@H](OC2=CC=C(C=C2[N+]([O-])=O)[N+]([O-])=O)[C@H](F)[C@@H](O)[C@@H]1O"	"LOPAC"	"D1791"	"2,4-Dinitrophenyl 2-fluoro-2-deoxy-beta-D-glucopyranoside"	"exo-beta-(1,3)-Glucanase inhibitor"	NA	NA
"4273"	"7378"	"1"	"OCC1OC2C(OC3=NC(=N)C=CN23)C1O"	"John Hopkins"	"JHU- 630"	NA	"Therapeutic area: Antineoplastic"	NA	NA
"4274"	"7381"	"1"	"OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=NC2=C1N=CN=C2NC1=CC=CC=C1"	"LOPAC"	"P108"	"N6-Phenyladenosine"	"Potent A1 adenosine receptor agonist"	NA	NA
"4275"	"7383"	"1"	"OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(Br)C(=O)NC1=O"	"LOPAC"	"B5002"	"5-Bromo-2'-deoxyuridine; Br-dU; 5-Bromo-1-(2-deoxy-beta-D-ribofuranosyl)uracil"	"Thymidine analog; incorporated into DNA during S-phase of cell cycle"	NA	NA
"4276"	"7384"	"1"	"OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O"	"MIPE"	"NCGC00023722-07"	NA	"CAS:50-91-9"	"Mechanism: Pyrimidine Antagonists"	"Source: Selleck/S1299"
"4277"	"7388"	"1"	"OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O"	"MIPE"	"NCGC00182045-02"	NA	"CAS:53910-25-1"	"Mechanism: Adenosine Deaminase Inhibitor"	"Source: Tocris/Cat. No. 2033"
"4278"	"7394"	"1"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CCC(O)NC1=O"	"MIPE"	"NCGC00345810-01"	NA	"CAS:18771-50-1"	"Mechanism: Cytidine Deaminase Inhibitors"	"Source: EMD Millipore/584222-10MG  "
"4279"	"7395"	"1"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)C1=NC2=C(N1)C=C(Cl)C(Cl)=C2"	"LOPAC"	"D1916"	"D-ribofuranosylbenzimidazole; DRB; 5,6-Dichlorobenzimidazole riboside"	"Inhibitor of RNA synthesis; chain terminator"	NA	NA
"4280"	"7396"	"1"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O"	"MIPE"	"NCGC00017312-03"	NA	"CAS:58-96-8"	"Mechanism: Anti-anxiety drug, Bipolar Disorder, Treatment of
Neurodegenerative Diseases, Treatment of 
anti-epileptic"	"Source: Selleck/sS2029"
"4281"	"7398"	"1"	"OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=NC2=C1N=C(Cl)N=C2NC1CCCC1"	"LOPAC"	"C142"	"2-Chloro-N6-cyclopentyladenosine; CCPA"	"Highly selective A1 adenosine receptor agonist"	NA	NA
"4282"	"7399"	"1"	"OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=NC2=C1N=CN=C2NC1CCCC1"	"LOPAC"	"C8031"	"N6-Cyclopentyladenosine; CPA"	"Selective A1 adenosine receptor agonist"	NA	NA
"4283"	"7400"	"1"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2NC1CCCCC1"	"LOPAC"	"C9901"	"N6-Cyclohexyladenosine; CHA"	"Selective A1 adenosine receptor agonist"	NA	NA
"4284"	"7402"	"1"	"OC[C@H]1OC([C@H](O)[C@@H]1O)N1C=NC2=C(N[C@H]3CCC[C@@H]3O)N=CN=C12"	"NIHCC"	"SAM001247106"	"GPHR-00000241"	NA	NA	NA
"4285"	"7403"	"0.408450704225352"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2"	"LOPAC"	"D8296"	"3-deazaadenosine; 4-Amino-1-(beta-D-ribofuranosyl)-1H-imidazo(4,5)-pyridine"	"Antiviral"	NA	NA
"4286"	"7404"	"1"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1N=CC(=O)NC1=O"	"NIHCC"	"SAM001246876"	"GPHR-00104211"	NA	NA	NA
"4287"	"7406"	"1"	"Cl.OCC1NCC(O)C(O)C1O"	"LOPAC"	"D9305"	"1-Deoxynojirimycin hydrochloride; DNM; 1,5-Dideoxy-1,5-imino-D-sorbitol hydrochloride"	"alpha-glucosidase I-II inhibitor"	NA	NA
"4288"	"7407"	"1"	"Cl.OC[C@H]1NC[C@@H](O)[C@@H]1O"	"LOPAC"	"D1542"	"1,4-Dideoxy-1,4-imino-D-arabinitol; DAB; 2-Hydroxymethyl-3,4-pyrrolidinediol"	"Allosteric glycogen phosphorylase inhibitor"	NA	NA
"4289"	"7408"	"1"	"OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O"	"Tocris"	"1258"	"1-Deoxynojirimycin "	"CAS: 19130-96-2"	"Glucosidase I and II inhibitor"	NA
"4290"	"7409"	"1"	"[LiH].OCC=C1/O[C@@H]2CC(=O)N2[C@H]1C(O)=O"	"Spectrum"	"01505124"	NA	"CAS: 58001-44-8(acid) Source: semisynthetic Status: USP Therapeutic area: beta-lactamase inhibitor"	NA	NA
"4291"	"7412"	"1"	"OCC=CC1=CC(O)=C(O)C=C1"	"Spectrum"	"01503992"	NA	"CAS: 458-35-5 Source: lignan product; common in plants as glycosides Status: undetermined activity"	NA	NA
"4292"	"7413"	"1"	"OCC1=CNC2=CC=CC=C12"	"Spectrum"	"01505320"	NA	"CAS: 700-06-1 Source: Brassica spp Status: experimental Literature: Anticancer Res 15:709 (1995); Biochem Mol Biol Int 39:1125 (1996) Therapeutic area: antineoplastic"	NA	NA
"4293"	"7414"	"1"	"Cl.OCC1=CNC=N1"	"LOPAC"	"H1877"	"4-Imidazolemethanol hydrochloride; 4-(Hydroxymethyl)imidazole hydrochloride"	"Histonol dehydrogenase Inhibitor"	NA	NA
"4294"	"7415"	"1"	"OCC1=CC(=O)C(O)=CO1"	"Spectrum"	"01800166"	NA	"CAS: 501-30-4 Source: Aspergillus spp Status: experimental Therapeutic area: chelator, antibacterial, skin whitening agent"	NA	NA
"4295"	"7416"	"1"	"OCC1=CC(O)=C2C(=O)C3=C(C=CC=C3O)C(=O)C2=C1"	"MIPE"	"NCGC00163510-03"	NA	"CAS:481-72-1"	"Mechanism: Caspase 3 Activators"	"Source: Selleck/S2259"
"4296"	"7417"	"0.408450704225352"	"OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1"	"LOPAC"	"S2692"	"Salmeterol; () 4-Hydroxy-a1-[[[6-(4-phenylbutoxy)hexyl]amino]m-ethyl]-1,3-benzenedimethanol; GR 33343X"	"beta2 Adrenoceptor agonist"	NA	NA
"4297"	"7418"	"1"	"OCC1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=C2OCOC2=C1)C1=CC=CC=N1"	"PKIS1"	"SB-431533"	NA	"Identification of Novel Inhibitors of the Transforming Growth Factor .beta.1 (TGF-.beta.1) Type 1 Receptor (ALK5).    Journal of Medicinal Chemistry  (2002),  45(5),  999-1001."	NA	NA
"4298"	"7419"	"1"	"OCC1=CC=C(C=C1)[C@H]1C[C@@H](CSC2=NC(=C(O2)C2=CC=CC=C2)C2=CC=CC=C2)O[C@H](O1)C1=CC=C(NC(=O)CCCCCCC(=O)NO)C=C1"	"MIPE"	"NCGC00346840-01"	NA	"CAS:537049-40-4"	"Mechanism: Histone Deacetylase (HDAC) 6 Inhibitor"	"Source: Selleck/S2239"
"4299"	"7420"	"1"	"OCC1=CC=C(O1)C1=NN(CC2=CC=CC=C2)C2=CC=CC=C12"	"LOPAC"	"Y102"	"YC-1; 3-(5'-Hydroxymethyl-2'-furyl)-1-benzyl indazole"	"NO-independent guanylyl cyclase activator"	NA	NA
"4300"	"7421"	"1"	"OCC1=CC=C(S1)C1=CC=C(O1)C1=CC=C(CO)S1"	"MIPE"	"NCGC00159570-01"	NA	"CAS:213261-59-7"	"Mechanism: MDM2 (hdm2) Inhibitor, Thioredoxin Reductase Inhibitors"	"Source: Selleck/S2781"
"4301"	"7432"	"1"	"[H]N1C=C(CC(=NO)C(O)=O)N=N1"	"NCI"	"GPHR-00219661"	NA	NA	NA	NA
"4302"	"7434"	"1"	"Cl.ON=C1CCC2=CC(=CC=C12)C1=C(NC(=N1)C1CCNCC1)C1=CC=NC=C1"	"PKIS1"	"SB-614067-R"	NA	"The identification of potent, selective and CNS penetrant furan-based inhibitors of B-Raf kinase.    Bioorganic & Medicinal Chemistry Letters  (2008),  18(15),  4373-4376."	NA	NA
"4303"	"7436"	"1"	"ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1"	"MIPE"	"NCGC00168085-02"	NA	"CAS:149647-78-9"	"Mechanism: Histone Deacetylase (HDAC) 1/2/3/6 Inhibitor"	"Source: Selleck/S1047"
"4304"	"7437"	"1"	"ONC(=O)CCCCCCC(=O)NC1=CC=CN=C1"	"MIPE"	"NCGC00346891-01"	NA	"CAS:382180-17-8"	"Mechanism: Histone Deacetylase (HDAC) Inhibitor"	"Source: Selleck/S2190"
"4305"	"7438"	"1"	"ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1"	"MIPE"	"NCGC00345802-01"	NA	"CAS:1316214-52-4"	"Mechanism: Histone Deacetylase (HDAC) 6 Inhibitor"	"Source: Chemietek/CT-ACY12"
"4306"	"7439"	"1"	"ONC(=O)CCCCCN1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O"	"Tocris"	"2421"	"Scriptaid"	"CAS: 287383-59-9"	"Histone deacetylase inhibitor"	NA
"4307"	"7441"	"1"	"ONC(=O)CC1=CC=CC=C1"	"Spectrum"	"00210031"	NA	"Source: synthetic Status: experimental Therapeutic area: antiinflammatory"	NA	NA
"4308"	"7442"	"1"	"ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1"	"MIPE"	"NCGC00263155-01"	NA	"CAS:414864-00-9"	"Mechanism: Histone Deacetylase (HDAC) 1/2 Inhibitor"	"Source: Selleck/S1085"
"4309"	"7446"	"1"	"OP(O)(=O)C(Cl)(Cl)P(O)(O)=O"	"John Hopkins"	"JHU- 2351"	NA	"Therapeutic area: Bone resorption inhibitor"	NA	NA
"4310"	"7447"	"1"	"OC(=O)CC(NC(=O)CP(O)(O)=O)C(O)=O"	"NCI"	"GPHR-00221210"	NA	NA	NA	NA
"4311"	"7448"	"1"	"OC(=O)CCC(CP(O)(O)=O)C(O)=O"	"Tocris"	"1380"	"PMPA (NAALADase inhibitor)"	"CAS: 173039-10-6"	" NAALADase (GCP II) inhibitor"	NA
"4312"	"7449"	"0.417840375586854"	"OC(=O)CP(O)(O)=O"	"LOPAC"	"P6909"	"Phosphonoacetic acid"	"DNA Polymerase inhibitor"	NA	NA
"4313"	"7453"	"1"	"[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O"	"John Hopkins"	"JHU- 12267"	NA	"Therapeutic area: MISC- Hematinic"	NA	NA
"4314"	"7455"	"1"	"O[As](O)(=O)C1=C(C=CC(=C1)[N+]([O-])=O)C1=CC=CC=C1"	"NCI"	"GPHR-00220494"	NA	NA	NA	NA
"4315"	"7459"	"1"	"O[As](O)(=O)C1=CC=C(C=C1)C1=CC(=C(C=C1)[As](O)(O)=O)[N+]([O-])=O"	"NCI"	"GPHR-00220733"	NA	NA	NA	NA
"4316"	"7461"	"1"	"OC(=O)C1=C(C=CC=C1)[As](O)(O)=O"	"NCI"	"GPHR-00219732"	NA	NA	NA	NA
"4317"	"7462"	"1"	"O[As](O)(=O)C1=CC=CN=C1"	"NCI"	"GPHR-00219748"	NA	NA	NA	NA
"4318"	"7469"	"1"	"OC(CCC1C(N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1"	"John Hopkins"	"JHU-3942"	NA	"Therapeutic area: Antihyperlipidemic"	NA	NA
"4319"	"7470"	"1"	"[Na+].O[C@@H](COC1=CC=CC(Cl)=C1)C=CC1[C@H](O)C[C@H](O)[C@@H]1CC=C/CCCC([O-])=O"	"Spectrum"	"01505595"	NA	"CAS: 55028-72-3 Source: semisynthetic; ICI-80996 Status: USAN, INN, BAN Therapeutic area: prostaglandin"	NA	NA
"4320"	"7471"	"1"	"O[C@@H](COC1=C2C=CC=NC2=CC=C1)CN1CCN(CC1)[C@@H]1C2=C(C=CC=C2)[C@@H]2[C@H](C3=C1C=CC=C3)C2(F)F"	"MIPE"	"NCGC00274062-01"	NA	"CAS:167465-36-3"	"Mechanism: P-Glycoprotein (MDR-1) Inhibitor"	"Source: Selleck/S1481"
"4321"	"7473"	"1"	"Cl[H].O[C@H](CNCCOC1=CC=C(OCC(O)=O)C=C1)COC1=CC=CC=C1"	"Tocris"	"0929"	"ICI 215,001 hydrochloride"	"CAS: 141269-99-0"	"beta-3 adrenoceptor agonist "	NA
"4322"	"7478"	"1"	"Cl.OC1CCCCC1N1CCC(CC1)C1=CC=CC=C1"	"LOPAC"	"V100"	"()-Vesamicol hydrochloride; AH-5183 hydrochloride"	"Potent inhibitor of vesicular acetylcholine storage"	NA	NA
"4323"	"7479"	"1"	"OC1CCCCC1N1CCC(CC1)C1=CC=CC=C1"	"John Hopkins"	"JHU- 12798"	NA	NA	NA	NA
"4324"	"7481"	"1"	"OC1CC(O)(CC(OC(=O)C=CC2=CC(O)=C(O)C=C2)C1O)C(O)=O"	"John Hopkins"	"JHU- 12836"	NA	NA	NA	NA
"4325"	"7483"	"1"	"O[C@H]1CC2=C(O[C@@H]1C1=C3C=C(C=C(O)C(=O)C3=C(O)C(O)=C1)[C@H]1OC3=C(C[C@H]1O)C(O)=CC(O)=C3)C=C(O)C=C2O"	"Spectrum"	"00200111"	NA	"CAS: 4670-05-7 Source: pigment in black tea Status: experimental Literature: Tet Lett 1966:1193, 4024; Tetrahedron 29:125 (1973) Therapeutic area: antioxidant"	NA	NA
"4326"	"7484"	"1"	"O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C=C1)C=C(O)C=C2O"	"Spectrum"	"00210206"	NA	"CAS: 490-46-0 Source: tea and cocoa constituent Status: experimental Literature: J Chem Soc 1969: 1824; Acta Cryst C 40: 2068 (1984) Therapeutic area: antioxidant"	NA	NA
"4327"	"7485"	"1"	"O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC=C(O)C=C1"	"Spectrum"	"00202178"	NA	"CAS: 24808-04-6 Source: Larix sibirica, Actinidia chinensis, Juniperus communis, Cassia javanica Status: undetermined activity Literature: J Chem Soc 1955: 2948; Aust. J. Chem 13: 390 (1960); Phytochemistry 11: 2333 (1972)"	NA	NA
"4328"	"7488"	"1"	"O[C@@H]1[C@H](OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C(O)=C1"	"MIPE"	"NCGC00016024-06"	NA	"CAS:480-18-2"	"Mechanism: flavanoid, ApoB Secretion Inhibitors
Cholesterol Biosynthesis Inhibitors
HMG-CoA Reductase Inhibitors
NF-kappaB (NFKB) Modulators
Reverse Transcriptase Inhibitors "	"Source: Selleck/S2366"
"4329"	"7491"	"1"	"[Ca++].O[C@H](C[C@H](O)C=CC1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC([O-])=O"	"MIPE"	"NCGC00164566-02"	NA	"CAS:147526-32-7
147511-69-1 (free acid)"	"Mechanism: HMG-CoA Reductase Inhibitor, SPP1 (Osteopontin) Expression Inhibitor
APOA1 Expression Enhancer"	"Source: Selleck/S1759"
"4330"	"7494"	"1"	"[H][C@@]1(CCCCN1)[C@@H](O)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F"	"MIPE"	"NCGC00094994-06"	NA	"CAS:53230-10-7"	"Mechanism: antimalarial agents, inhibition of heme crystallization"	"Source: in house synthesis"
"4331"	"7495"	"1"	"[H][C@@]1(CN2CCC1C[C@@]2([H])[C@@H](O)C1=C2C=CC=CC2=NC=C1)C=C"	"MIPE"	"NCGC00346735-01"	NA	"CAS:524-55-0
118-10-5 (free base)"	"Mechanism: P-Glycoprotein (MDR-1) Inhibitor"	"Source: Selleck/S2283"
"4332"	"7496"	"1"	"Cl.[H]C12N3CCC1=C[C@H](O)[C@@H](O)[C@@]2([H])C1=C(C3)C=C2OCOC2=C1"	"Prestwick"	"Prestw-686"	"Lycorine hydrochloride"	NA	NA	NA
"4333"	"7497"	"1"	"[H][C@@]12NC(=O)C3=C(C=C4OCOC4=C3O)C1=C[C@H](O)[C@@H](O)[C@H]2O"	"NCI"	"GPHR-00221188"	NA	NA	NA	NA
"4334"	"7498"	"1"	"Cl.O[C@H]1CC[C@@]2(O)C3CC4=CC=C(O)C5=C4C2(CCN3CC2CCC2)[C@H]1O5"	"LOPAC"	"N4396"	"Nalbuphine hydrochloride"	"Narcotic antagonist"	NA	NA
"4335"	"7501"	"1"	"O.[H][C@@]12CC[C@H](O)[C@H](C(O)=O)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2"	"Prestwick"	"Prestw-590"	"Yohimbinic acid monohydrate"	NA	NA	NA
"4336"	"7502"	"1"	"O[C@H]1CCN2CC(O)[C@@H](O)C(O)[C@@H]12"	"NCI"	"GPHR-00220881"	NA	NA	NA	NA
"4337"	"7504"	"1"	"Cl.O[C@H]1C[C@H](OCC2=CC=C(C=C2)C2=CC=CC=C2)[C@H](CCC=C/CCC(O)=O)[C@H]1N1CCCCC1"	"MIPE"	"NCGC00025325-03"	NA	"CAS:87248-13-3"	"Mechanism: Prostanoid TP Antagonist"	"Source: Sigma/G5044"
"4338"	"7505"	"1"	"O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1"	"LOPAC"	"C1251"	"(+)-Catechin Hydrate; (+)-Cyanidol-3"	"Antioxidant; free radical scavenger"	NA	NA
"4339"	"7506"	"1"	"[Na+].[Na+].O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP(O)([O-])=O)N1C=CC(=O)NC1=O"	"LOPAC"	"U4125"	"Uridine 5'-diphosphate sodium; UDP"	"P2Y receptor agonist"	NA	NA
"4340"	"7508"	"1"	"O[C@H]1[C@H](OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C(O)=C1"	"NIHCC"	"SAM001246760"	"GPHR-00104047"	NA	NA	NA
"4341"	"7513"	"1"	"Cl.O[Si](CCCN1CCCCC1)(C1CCCCC1)C1=CC=C(F)C=C1"	"LOPAC"	"H127"	"Hexahydro-sila-difenidol hydrochloride, p-fluoro analog; p-F-HHSiD hydrochloride"	"High affinity muscarinic acetylcholine receptor antagonist, but displays altered selectivity (M3 > M1 > M2)"	NA	NA
"4342"	"7515"	"0.408450704225352"	"[H]ON=C1C2=C(C=CC=C2)N([H])C1=C1/C(=O)N([H])C2=C1C=CC(Br)=C2"	"MIPE"	"NCGC00094112-06"	NA	"CAS:667463-62-9"	"Mechanism: GSK-3 inhibitor"	"Source: Tocris/3194"
"4343"	"7516"	"0.408450704225352"	"ON=C1C(NC2=C1C=CC=C2)=C1C(=O)NC2=C1C=CC=C2"	"LOPAC"	"I0404"	"Indirubin-3'-oxime; Indirubin-3'-monoxime"	"Cyclin dependent kinase (CDK) inhibitor; competes with ATP for catalytic subunit binding"	NA	NA
"4344"	"7517"	"1"	"OC1=C(C#N)C(C#N)=C(O)C2=C1C=CC=C2"	"NCI"	"GPHR-00219917"	NA	NA	NA	NA
"4345"	"7518"	"1"	"OC1=C(C=NNC(=O)CN2CCN(CC3=CC=CC=C3)CC2)C=CC=C1CC=C"	"MIPE"	"NCGC00167785-02"	NA	"CAS:315183-21-2"	"Mechanism: Procaspase 3 Activator"	"Source: ChemAxon/Axon 1743
Selleck/S2738"
"4346"	"7519"	"1"	"OC1=C(CC=C)C=CC=C1C=NNC(=O)CN1CCN(CC2=CC=CC=C2)CC1"	"Tocris"	"2581"	"PAC 1"	"CAS: 315183-21-2"	"Activator of procaspase-3; proapoptotic"	NA
"4347"	"7520"	"0.408450704225352"	"OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl"	"NIHCC2"	"CPD000058356"	"CPD000058356
70-30-4
."	"Pubchem SID:104170010"	NA	NA
"4348"	"7521"	"0.408450704225352"	"OC1=C(SC2=C(O)C(Cl)=CC(Cl)=C2)C=C(Cl)C=C1Cl"	"John Hopkins"	"JHU- 1303"	NA	"Therapeutic area: Antiseptic"	NA	NA
"4349"	"7523"	"0.417840375586854"	"OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2"	"MIPE"	"NCGC00017245-12"	NA	"CAS:476-66-4"	"Mechanism: Aldose Reductase Inhibitor, Glutathione Transferase Inhibitors
HCV NS3 NS4A Protease Inhibitors
HIV Integrase Inhibitors
Reverse Transcriptase Inhibitors
beta-Secretase 1 (BACE1) Inhibitors"	"Source: Selleck/S1327"
"4350"	"7524"	"1"	"OC1=CC2=C(C(O)=C1O)C(=O)C(O)=CC=C2"	"NCI"	"GPHR-00102086"	NA	NA	NA	NA
"4351"	"7525"	"0.408450704225352"	"OC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1"	"MIPE"	"NCGC00017236-08"	NA	"CAS:491-67-8"	"Mechanism: Cyp2C9 Inhibitor, prolyl endopeptidase inhibitor
12-Lipoxygenase Inhibitors
15-Lipoxygenase Inhibitors
AR Expression Inhibitors
Protein Tyrosine Phosphatase (PTP) Inhibitors
Reverse Transcriptase Inhibitors "	"Source: Selleck/S2268"
"4352"	"7526"	"0.408450704225352"	"OC1=C(O)C2=C(C=C1)C(=O)C=C(O2)C1=CC=CC=C1"	"Spectrum"	"00201315"	NA	"CAS: 38183-03-8 Source: Godmania aesculifolia Status: experimental Literature: J Chem Soc 1939: 956, 958; 1956:4170 Therapeutic area: vascular protectant, antihaemorrhagic"	NA	NA
"4353"	"7529"	"1"	"OC1=C(C=C(C2=C1N=CC=C2)S(O)(=O)=O)N=NC1=CC2=C(C=C1)C=C(C=C2)S(O)(=O)=O"	"MIPE"	"NCGC00346803-01"	NA	"CAS:56990-57-9"	"Mechanism: Protein Tyrosine Phosphatase SHP-2 (PTP2C) Inhibitor, CDC25A Inhibitors
CDC25B Inhibitors "	"Source: Tocris/2613 "
"4354"	"7530"	"0.417840375586854"	"OC1=C(N=NC2=C3C=CC=CC3=C(C=C2)S(O)(=O)=O)C2=C(C=C(C=C2)S(O)(=O)=O)C=C1S(O)(=O)=O"	"John Hopkins"	"JHU- 431"	NA	"Therapeutic area: Therapeutic plant extract"	NA	NA
"4355"	"7531"	"0.441491717601204"	"CN1CCCN=C1C=CC1=CC(O)=CC=C1.OC(=O)C1=C(O)C(CC2=C3C=CC=CC3=CC(C(O)=O)=C2O)=C2C=CC=CC2=C1"	"John Hopkins"	"JHU- 7303"	NA	"Therapeutic area: Anthelminithic"	NA	NA
"4356"	"7532"	"0.417840375586854"	"OC(=O)CC1=CC=C(C=C1)N=NC1=C(O)C(=CC2=C1C=CC=C2)C(O)=O"	"NCI"	"GPHR-00220481"	NA	NA	NA	NA
"4357"	"7533"	"1"	"OC1=C(C=CC2=C1C=CC=C2)C(=O)NC1=CC=C(Br)C2=C1C=CC=C2"	"NCI"	"GPHR-00220719"	NA	NA	NA	NA
"4358"	"7534"	"1"	"OC1=C2C=CC=CC2=CC=C1C(=O)NC1=CC(=CC=C1)[N+]([O-])=O"	"NCI"	"GPHR-00093408"	NA	NA	NA	NA
"4359"	"7536"	"1"	"OC(=O)C1=CC=C(NC(C2=CC=CC=C2)C2=C(O)C3=C(C=CC=N3)C=C2)C=C1"	"NCI"	"GPHR-00221278"	NA	NA	NA	NA
"4360"	"7538"	"1"	"OC1=C(OC2=CC=C3OC=CC3=C2C1=O)C1=CC=CC=C1"	"Spectrum"	"01501208"	NA	"CAS: 521-88-0 Source: Derris and Tephrosia spp. Status: undetermined activity Literature: Indian Acad Sci 17: 16 (1943)"	NA	NA
"4361"	"7539"	"1"	"OC1=C(OC2=CC=CC=C2C1=O)C1=CC=CC=C1"	"Spectrum"	"01501012"	NA	"CAS: 577-85-5 Source: cabbage Status: undetermined activity"	NA	NA
"4362"	"7541"	"1"	"OC1=C(C=NC2=CC=C(C=C2)N2CCCCC2)C=CC(Br)=C1"	"NCI"	"GPHR-00220574"	NA	NA	NA	NA
